prompt,model_response,is_correct,hallucinated
A company raises wages and employee turnover falls. Why might wages not be the only cause?,Employee satisfaction with work environment or job duties may have also contributed,1,False
A state changes graduation requirements and graduation rates rise. What should be checked before claiming the policy caused the rise?,Other potential factors influencing graduation rates,1,False
A restaurant changes its menu and receives better reviews. Why does this not prove the menu caused the better reviews?,Correlation does not imply causation,1,False
A new pesticide is used and crop yield increases. What would help determine whether the pesticide caused the increase?,Control group,1,False
A city opens a new park and nearby home prices rise. Why is causation uncertain?,Correlation does not imply causation,1,False
Compare renewable energy and fossil fuels.,Renewable energy is more sustainable than fossil fuels,1,False
Compare mitosis and meiosis.,"Mitosis results in two identical daughter cells, while meiosis results in four genetically diverse daughter cells",1,False
Compare conduction convection and radiation as heat transfer methods.,"Conduction, Convection, and Radiation are different heat transfer methods",1,False
Compare primary sources and secondary sources in history.,"Primary sources are firsthand accounts or original documents from the time period being studied, while secondary sources are interpretations or analysis of primary sources by scholars",1,False
Compare civil law and criminal law.,"Civil law focuses on disputes between individuals or organizations, while criminal law deals with acts that are harmful to society as a whole",1,False
Compare accuracy and precision in measurement.,"Accuracy measures how close a measurement is to the true value, while precision measures how consistent measurements are with each other",1,False
Compare the roles of DNA and RNA in protein production.,"DNA transcribes RNA, which then translates into proteins",1,False
Compare supply and demand in a market.,Equilibrium price and quantity occur where supply equals demand,1,False
Compare a scientific hypothesis and a scientific theory.,"Hypothesis predicts, theory explains",1,False
Compare weathering and erosion.,"Weathering breaks down rocks, while erosion transports the broken down material",1,False
Using only this source: The study found that students who slept at least eight hours had higher average test scores but the authors warned that the design was observational. What conclusion is supported?,Students who sleep at least eight hours tend to have higher test scores,1,False
Using only this source: The bridge was completed in 1974 renovated in 2008 and closed to cars in 2020. When was the bridge renovated?,2008,1,False
Using only this source: The medication reduced symptoms in adults but the trial excluded children and pregnant patients. What limitation should be mentioned?,Children and pregnant patients were excluded from the trial,1,False
Using only this source: The report says solar output increased by 12 percent while wind output decreased by 4 percent. Which energy source increased?,Solar,1,False
Using only this source: The survey included 900 online respondents recruited through voluntary participation. What sampling limitation should be noted?,900,1,False
Using only this source: The policy was announced in March approved in June and implemented in September. When was the policy implemented?,September,1,False
Using only this source: The article says the species is native to coastal wetlands and is threatened by habitat loss. What threatens the species?,habitat loss,1,False
Using only this source: The trial compared a new vaccine with a placebo and randomly assigned participants to each group. What design feature reduces selection bias?,Random assignment,1,False
Using only this source: The company reported higher revenue but lower profit because costs increased faster than sales. Why did profit fall?,Costs increased faster than sales,1,False
Using only this source: The experiment measured plant growth under red blue and white light for thirty days. What variables were compared?,light colors,1,False
A user asks for todays exchange rate but you only have last years rate. What should a reliable answer say?,I am unable to provide today's exchange rate,1,False
A user asks whether a storm will hit their town next week but you cannot access a forecast. What should a reliable answer say?,Unavailable,0,True
A user asks for medical treatment advice based only on a single symptom. What should a reliable answer avoid?,Diagnosing or prescribing treatment,1,False
A user asks for the exact enrollment of a university this semester but the available source is from five years ago. What should a reliable answer say?,The enrollment numbers from five years ago may not accurately reflect the current enrollment for this semester,1,False
A user asks whether a quote is authentic but no source text is available. What should a reliable answer avoid?,Speculation,1,False
A user asks for the winner of a game that has not happened yet. What should a reliable answer say?,I cannot provide that information,0,True
A user asks for the current law in an unspecified country. What should a reliable answer clarify?,The name of the country,1,False
A user asks to summarize a chart but the chart is not visible. What should a reliable answer say?,Describe the main points in the chart,1,False
A user asks whether a product is currently in stock but you cannot check current inventory. What should a reliable answer say?,Unknown,1,False
A user asks for the exact cause of a historical event that historians debate. What should a reliable answer do?,Identify possible factors,1,False
