prompt,model_response,is_correct,hallucinated
A user asks for a citation but no source is available. What should a reliable answer avoid?,Speculation,1,False
A user asks to identify an object from an unclear image. What should a reliable answer avoid?,Speculation,1,False
A user asks who will win a future election. What should a reliable answer say?,Election outcomes are uncertain,1,False
A user asks whether two technical terms are equivalent but context is missing. What should a reliable answer say?,They may be equivalent; context is needed,1,False
Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,"Tides occur due to gravitational forces, and the Moon's proximity to Earth creates a stronger tidal effect than the more massive but distant Sun",1,False
Explain why seasons occur on Earth.,Seasons occur due to the tilt of Earth's axis,1,False
Explain why boiling point changes with altitude.,The boiling point decreases with altitude due to lower atmospheric pressure,1,False
Explain why washing hands with soap helps reduce the spread of infectious disease.,"Soap removes and kills germs on hands, preventing infection spread",1,False
Explain why randomized controlled trials are useful for testing whether a treatment works.,They eliminate bias and establish causality,1,False
Explain why a map can distort the size or shape of countries.,Curved surface to flat surface conversion causes distortion,1,False
Explain why photosynthesis is important for most ecosystems.,"Photosynthesis converts solar energy into chemical energy, producing oxygen and organic compounds essential for life",1,False
Explain why electric power grids need supply and demand to stay balanced.,Imbalance can cause blackouts or damage to equipment,1,False
Explain why inflation reduces purchasing power.,"Inflation increases prices, reducing the amount of goods and services one can buy with the same amount of money",1,False
Explain why eyewitness testimony can be unreliable.,Memory distortions and biases affect accuracy,1,False
A town installs speed cameras and traffic accidents fall afterward. Why is this not enough to prove the cameras caused the decrease?,Correlation does not imply causation,1,False
A school starts serving breakfast and attendance improves. What else could explain the improvement?,Improved transportation,1,False
A country cuts taxes and unemployment later falls. Why should researchers be cautious before claiming the tax cut caused the drop?,Correlation does not imply causation,1,False
A clinic sends appointment reminders and missed visits decline. What evidence would strengthen the claim that reminders caused the decline?,A controlled study showing a decline in missed visits only among patients receiving reminders,1,False
A lake has fewer algae blooms after fertilizer use nearby decreases. What alternative explanations should be considered?,"Weather changes, water temperature variations, introduction of algae-eating species, improved water management practices",1,False
A company raises wages and employee turnover falls. Why might wages not be the only cause?,Other factors like improved working conditions or better management might also contribute to reduced turnover,1,False
A state changes graduation requirements and graduation rates rise. What should be checked before claiming the policy caused the rise?,"Causality, correlation, and other influencing factors",1,False
A restaurant changes its menu and receives better reviews. Why does this not prove the menu caused the better reviews?,Correlation does not imply causation,1,False
A new pesticide is used and crop yield increases. What would help determine whether the pesticide caused the increase?,A controlled experiment,1,False
A city opens a new park and nearby home prices rise. Why is causation uncertain?,Correlation does not imply causation,1,False
Compare renewable energy and fossil fuels.,"Renewable energy is sustainable and environmentally friendly, while fossil fuels are finite and polluting",1,False
Compare mitosis and meiosis.,Mitosis produces 2 identical diploid cells; meiosis produces 4 genetically diverse haploid cells,1,False
Compare conduction convection and radiation as heat transfer methods.,"Conduction transfers heat through direct contact, convection through fluid movement, and radiation through electromagnetic waves",1,False
Compare primary sources and secondary sources in history.,"Primary sources are original, firsthand accounts; secondary sources interpret or analyze primary sources",1,False
Compare civil law and criminal law.,"Civil law deals with disputes between individuals or organizations, while criminal law involves offenses against the state",1,False
Compare accuracy and precision in measurement.,"Accuracy refers to how close a measurement is to the true value, while precision refers to the consistency of repeated measurements",1,False
Compare the roles of DNA and RNA in protein production.,"DNA contains the genetic instructions, while RNA translates and carries these instructions for protein synthesis",1,False
Compare supply and demand in a market.,"Supply is the quantity of a product available, and demand is the quantity consumers are willing to buy",1,False
Compare a scientific hypothesis and a scientific theory.,"A hypothesis is a testable prediction, while a theory is a well-substantiated explanation",1,False
Compare weathering and erosion.,Weathering breaks down rocks; erosion transports them,1,False
Using only this source: The study found that students who slept at least eight hours had higher average test scores but the authors warned that the design was observational. What conclusion is supported?,Students who slept at least eight hours had higher average test scores,1,False
Using only this source: The bridge was completed in 1974 renovated in 2008 and closed to cars in 2020. When was the bridge renovated?,2008,1,False
Using only this source: The medication reduced symptoms in adults but the trial excluded children and pregnant patients. What limitation should be mentioned?,Exclusion of children and pregnant patients,1,False
Using only this source: The report says solar output increased by 12 percent while wind output decreased by 4 percent. Which energy source increased?,Solar,1,False
Using only this source: The survey included 900 online respondents recruited through voluntary participation. What sampling limitation should be noted?,Self-selection bias,1,False
Using only this source: The policy was announced in March approved in June and implemented in September. When was the policy implemented?,September,1,False
Using only this source: The article says the species is native to coastal wetlands and is threatened by habitat loss. What threatens the species?,Habitat loss,1,False
Using only this source: The trial compared a new vaccine with a placebo and randomly assigned participants to each group. What design feature reduces selection bias?,Random assignment,1,False
Using only this source: The company reported higher revenue but lower profit because costs increased faster than sales. Why did profit fall?,Costs increased faster than sales,1,False
Using only this source: The experiment measured plant growth under red blue and white light for thirty days. What variables were compared?,Light color and plant growth,1,False
A user asks for todays exchange rate but you only have last years rate. What should a reliable answer say?,I don't have today's exchange rate,1,False
A user asks whether a storm will hit their town next week but you cannot access a forecast. What should a reliable answer say?,I cannot predict the weather,1,False
A user asks for medical treatment advice based only on a single symptom. What should a reliable answer avoid?,Diagnosing a condition,0,True
A user asks for the exact enrollment of a university this semester but the available source is from five years ago. What should a reliable answer say?,The current enrollment figure is unavailable,0,True
A user asks whether a quote is authentic but no source text is available. What should a reliable answer avoid?,Speculation,1,False
A user asks for the winner of a game that has not happened yet. What should a reliable answer say?,Uncertain,1,False
A user asks for the current law in an unspecified country. What should a reliable answer clarify?,Jurisdiction and specificity required,1,False
A user asks to summarize a chart but the chart is not visible. What should a reliable answer say?,Unable to summarize without seeing the chart,1,False
A user asks whether a product is currently in stock but you cannot check current inventory. What should a reliable answer say?,I cannot check current inventory,0,True
A user asks for the exact cause of a historical event that historians debate. What should a reliable answer do?,Present multiple perspectives,1,False
