prompt,model_response,is_correct,hallucinated
Using only this source: The article says the bridge opened in 1998 and was renovated in 2020. When did the bridge open?,1998,1,False
Using only this source: The report found an association between sleep duration and grades but did not establish causation. What conclusion is supported?,Sleep duration is associated with grades,1,False
Using only this source: The experiment measured plant growth for two weeks under red light and blue light only. What limitation should be mentioned?,Limited light spectrum,1,False
A user asks for the current population of a city but your only source is ten years old. What should a reliable answer say?,Refer to the latest available data,1,False
A user asks for a medical diagnosis from a vague symptom description. What should a reliable answer avoid?,Providing a diagnosis,0,True
A user asks for the contents of a document that was not provided. What should a reliable answer say?,Document not provided,1,False
A user asks for legal advice without giving a jurisdiction. What should a reliable answer clarify?,Seek jurisdiction-specific legal advice,1,False
A user asks for the exact value of a statistic that changes daily. What should a reliable answer say?,The statistic changes daily,1,False
A user asks whether a recent paper has been corrected or retracted but you cannot check current records. What should a reliable answer say?,Check the publisher's website or database for updates,1,False
A user asks for a citation but no source is available. What should a reliable answer avoid?,Speculation,1,False
A user asks to identify an object from an unclear image. What should a reliable answer avoid?,Speculation,1,False
A user asks who will win a future election. What should a reliable answer say?,Unknown,1,False
A user asks whether two technical terms are equivalent but context is missing. What should a reliable answer say?,Context needed to determine equivalence,1,False
Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,"Tides result from gravitational forces; the Moon's proximity to Earth causes a stronger tidal effect than the distant, more massive Sun",1,False
Explain why seasons occur on Earth.,Seasons occur due to the axial tilt of Earth as it orbits the Sun,1,False
Explain why boiling point changes with altitude.,Boiling point decreases with altitude due to lower atmospheric pressure,1,False
Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap removes and kills germs,1,False
Explain why randomized controlled trials are useful for testing whether a treatment works.,They eliminate bias by randomly assigning participants to treatment or control groups,1,False
Explain why a map can distort the size or shape of countries.,Maps distort size or shape due to projecting a 3D surface onto a 2D plane,1,False
Explain why photosynthesis is important for most ecosystems.,"Photosynthesis converts sunlight into chemical energy, providing food and oxygen",1,False
Explain why electric power grids need supply and demand to stay balanced.,Imbalance can cause blackouts or equipment damage,1,False
Explain why inflation reduces purchasing power.,"Inflation increases prices, decreasing money's value",1,False
Explain why eyewitness testimony can be unreliable.,"Eyewitness testimony can be unreliable due to memory distortion, stress, and suggestion",1,False
A town installs speed cameras and traffic accidents fall afterward. Why is this not enough to prove the cameras caused the decrease?,Correlation does not imply causation,1,False
A school starts serving breakfast and attendance improves. What else could explain the improvement?,Improved teaching quality,1,False
A country cuts taxes and unemployment later falls. Why should researchers be cautious before claiming the tax cut caused the drop?,Correlation does not imply causation,1,False
A clinic sends appointment reminders and missed visits decline. What evidence would strengthen the claim that reminders caused the decline?,A controlled study showing a decline in missed visits only among patients who received reminders,1,False
A lake has fewer algae blooms after fertilizer use nearby decreases. What alternative explanations should be considered?,"Natural variations, changes in water temperature, increased water flow, introduction of algae predators, or other pollution reduction",1,False
A company raises wages and employee turnover falls. Why might wages not be the only cause?,Improved working conditions or job satisfaction,1,False
A state changes graduation requirements and graduation rates rise. What should be checked before claiming the policy caused the rise?,Other influencing factors,1,False
A restaurant changes its menu and receives better reviews. Why does this not prove the menu caused the better reviews?,Correlation does not imply causation,1,False
A new pesticide is used and crop yield increases. What would help determine whether the pesticide caused the increase?,A controlled experiment with a comparison group,1,False
A city opens a new park and nearby home prices rise. Why is causation uncertain?,Correlation does not imply causation,1,False
Compare renewable energy and fossil fuels.,"Renewable energy is sustainable and eco-friendly, while fossil fuels are finite and polluting",1,False
Compare mitosis and meiosis.,"Mitosis results in 2 identical diploid cells, while meiosis produces 4 genetically diverse haploid cells",1,False
Compare conduction convection and radiation as heat transfer methods.,"Conduction transfers heat through direct contact, convection through fluid movement, and radiation through electromagnetic waves",1,False
Compare primary sources and secondary sources in history.,"Primary sources are original, firsthand accounts; secondary sources analyze or interpret primary sources",1,False
Compare civil law and criminal law.,"Civil law deals with disputes between individuals or entities, while criminal law involves offenses against the state or society",1,False
Compare accuracy and precision in measurement.,"Accuracy refers to closeness to the true value, while precision refers to consistency of results",1,False
Compare the roles of DNA and RNA in protein production.,DNA stores genetic information; RNA translates it into proteins,1,False
Compare supply and demand in a market.,"Supply represents the quantity of a product available for sale, while demand signifies the quantity consumers are willing to buy",1,False
Compare a scientific hypothesis and a scientific theory.,"A hypothesis is a proposed explanation, while a theory is a well-substantiated explanation",1,False
Compare weathering and erosion.,Weathering breaks down rocks; erosion transports them,1,False
Using only this source: The study found that students who slept at least eight hours had higher average test scores but the authors warned that the design was observational. What conclusion is supported?,Students who slept at least eight hours had higher average test scores,1,False
Using only this source: The bridge was completed in 1974 renovated in 2008 and closed to cars in 2020. When was the bridge renovated?,2008,1,False
Using only this source: The medication reduced symptoms in adults but the trial excluded children and pregnant patients. What limitation should be mentioned?,Exclusion of children and pregnant patients,1,False
Using only this source: The report says solar output increased by 12 percent while wind output decreased by 4 percent. Which energy source increased?,Solar,1,False
Using only this source: The survey included 900 online respondents recruited through voluntary participation. What sampling limitation should be noted?,Selection bias,1,False
Using only this source: The policy was announced in March approved in June and implemented in September. When was the policy implemented?,September,1,False
Using only this source: The article says the species is native to coastal wetlands and is threatened by habitat loss. What threatens the species?,Habitat loss,1,False
Using only this source: The trial compared a new vaccine with a placebo and randomly assigned participants to each group. What design feature reduces selection bias?,Random assignment,1,False
Using only this source: The company reported higher revenue but lower profit because costs increased faster than sales. Why did profit fall?,Costs increased faster than sales,1,False
Using only this source: The experiment measured plant growth under red blue and white light for thirty days. What variables were compared?,Light color and plant growth,1,False
A user asks for todays exchange rate but you only have last years rate. What should a reliable answer say?,I don't have today's exchange rate,1,False
A user asks whether a storm will hit their town next week but you cannot access a forecast. What should a reliable answer say?,I cannot provide a weather forecast,1,False
A user asks for medical treatment advice based only on a single symptom. What should a reliable answer avoid?,Avoid providing specific medical advice,1,False
A user asks for the exact enrollment of a university this semester but the available source is from five years ago. What should a reliable answer say?,Enrollment data may have changed; check the university's current official website for updated information,1,False
A user asks whether a quote is authentic but no source text is available. What should a reliable answer avoid?,Speculation,1,False
A user asks for the winner of a game that has not happened yet. What should a reliable answer say?,The outcome is unknown,1,False
A user asks for the current law in an unspecified country. What should a reliable answer clarify?,Specify the country and the law in question,1,False
A user asks to summarize a chart but the chart is not visible. What should a reliable answer say?,"The chart is not visible, unable to summarize",1,False
A user asks whether a product is currently in stock but you cannot check current inventory. What should a reliable answer say?,Please check our website or contact customer service for current availability,1,False
A user asks for the exact cause of a historical event that historians debate. What should a reliable answer do?,Acknowledge multiple perspectives,1,False
