template,id,prompt,correct_answer
enhanced_long_form_explanation,72,A student claims the opposite of this idea: a balanced chemical equation must conserve atoms. Explain why the student's claim is wrong.,"Chemical reactions rearrange atoms, so every element must have the same count on both sides of the equation."
enhanced_long_form_explanation,73,Explain why random assignment differs from random sampling.,"Random sampling supports representativeness, while random assignment supports causal comparison by distributing participants across conditions."
enhanced_long_form_explanation,74,Explain the common misconception behind the statement that random assignment differs from random sampling.,"Random sampling supports representativeness, while random assignment supports causal comparison by distributing participants across conditions."
enhanced_long_form_explanation,75,"Give a multi-sentence explanation of why random assignment differs from random sampling, including the key limitation.","Random sampling supports representativeness, while random assignment supports causal comparison by distributing participants across conditions."
enhanced_long_form_explanation,76,A student claims the opposite of this idea: random assignment differs from random sampling. Explain why the student's claim is wrong.,"Random sampling supports representativeness, while random assignment supports causal comparison by distributing participants across conditions."
enhanced_long_form_explanation,77,Explain why an average can mislead for skewed data.,"Extreme values can pull the mean away from a typical observation, so median and distributional summaries may be needed."
enhanced_long_form_explanation,78,Explain the common misconception behind the statement that an average can mislead for skewed data.,"Extreme values can pull the mean away from a typical observation, so median and distributional summaries may be needed."
enhanced_long_form_explanation,79,"Give a multi-sentence explanation of why an average can mislead for skewed data, including the key limitation.","Extreme values can pull the mean away from a typical observation, so median and distributional summaries may be needed."
enhanced_long_form_explanation,80,A student claims the opposite of this idea: an average can mislead for skewed data. Explain why the student's claim is wrong.,"Extreme values can pull the mean away from a typical observation, so median and distributional summaries may be needed."
enhanced_long_form_explanation,81,Explain why source-grounded answers should not invent missing facts.,"A source-grounded answer should use only supported information, state gaps, and avoid fabricating details."
enhanced_long_form_explanation,82,Explain the common misconception behind the statement that source-grounded answers should not invent missing facts.,"A source-grounded answer should use only supported information, state gaps, and avoid fabricating details."
enhanced_long_form_explanation,83,"Give a multi-sentence explanation of why source-grounded answers should not invent missing facts, including the key limitation.","A source-grounded answer should use only supported information, state gaps, and avoid fabricating details."
enhanced_long_form_explanation,84,A student claims the opposite of this idea: source-grounded answers should not invent missing facts. Explain why the student's claim is wrong.,"A source-grounded answer should use only supported information, state gaps, and avoid fabricating details."
enhanced_long_form_explanation,85,Explain why abstention can lower contradiction rates without proving task success.,"Refusing or giving no answer can avoid false claims but still fails to provide a correct answer, so abstention should be reported separately."
enhanced_long_form_explanation,86,Explain the common misconception behind the statement that abstention can lower contradiction rates without proving task success.,"Refusing or giving no answer can avoid false claims but still fails to provide a correct answer, so abstention should be reported separately."
enhanced_long_form_explanation,87,"Give a multi-sentence explanation of why abstention can lower contradiction rates without proving task success, including the key limitation.","Refusing or giving no answer can avoid false claims but still fails to provide a correct answer, so abstention should be reported separately."
enhanced_long_form_explanation,88,A student claims the opposite of this idea: abstention can lower contradiction rates without proving task success. Explain why the student's claim is wrong.,"Refusing or giving no answer can avoid false claims but still fails to provide a correct answer, so abstention should be reported separately."
enhanced_long_form_explanation,89,Explain why embedding similarity can help paraphrase matching but cannot prove correctness.,"Similarity can show semantic closeness, but it may miss contradictions, unsupported details, or important omissions."
enhanced_long_form_explanation,90,Explain the common misconception behind the statement that embedding similarity can help paraphrase matching but cannot prove correctness.,"Similarity can show semantic closeness, but it may miss contradictions, unsupported details, or important omissions."
enhanced_long_form_explanation,91,"Give a multi-sentence explanation of why embedding similarity can help paraphrase matching but cannot prove correctness, including the key limitation.","Similarity can show semantic closeness, but it may miss contradictions, unsupported details, or important omissions."
enhanced_long_form_explanation,92,A student claims the opposite of this idea: embedding similarity can help paraphrase matching but cannot prove correctness. Explain why the student's claim is wrong.,"Similarity can show semantic closeness, but it may miss contradictions, unsupported details, or important omissions."
enhanced_long_form_explanation,93,Explain why uncertainty-aware answers may look contradictory to simple detectors.,"Cautious answers often mention missing evidence or claims to avoid, and a detector may confuse those mentions with asserting the claim."
enhanced_long_form_explanation,94,Explain the common misconception behind the statement that uncertainty-aware answers may look contradictory to simple detectors.,"Cautious answers often mention missing evidence or claims to avoid, and a detector may confuse those mentions with asserting the claim."
enhanced_long_form_explanation,95,"Give a multi-sentence explanation of why uncertainty-aware answers may look contradictory to simple detectors, including the key limitation.","Cautious answers often mention missing evidence or claims to avoid, and a detector may confuse those mentions with asserting the claim."
enhanced_long_form_explanation,96,A student claims the opposite of this idea: uncertainty-aware answers may look contradictory to simple detectors. Explain why the student's claim is wrong.,"Cautious answers often mention missing evidence or claims to avoid, and a detector may confuse those mentions with asserting the claim."
enhanced_long_form_explanation,97,Explain why large samples can still be unrepresentative.,A biased sampling method can systematically exclude or overrepresent groups even when the sample size is large.
enhanced_long_form_explanation,98,Explain the common misconception behind the statement that large samples can still be unrepresentative.,A biased sampling method can systematically exclude or overrepresent groups even when the sample size is large.
enhanced_long_form_explanation,99,"Give a multi-sentence explanation of why large samples can still be unrepresentative, including the key limitation.",A biased sampling method can systematically exclude or overrepresent groups even when the sample size is large.
enhanced_long_form_explanation,100,A student claims the opposite of this idea: large samples can still be unrepresentative. Explain why the student's claim is wrong.,A biased sampling method can systematically exclude or overrepresent groups even when the sample size is large.
enhanced_causal_reasoning,21,A study reports that a school introduces a reading app and test scores rise. Why is this not enough to prove causation?,"It is not enough because scores may have risen because of selection, teacher changes, practice effects, or other trends; a controlled or randomized comparison is needed."
enhanced_causal_reasoning,22,"In the finding that a school introduces a reading app and test scores rise, identify one plausible confounder or alternative explanation.","A plausible alternative is that scores may have risen because of selection, teacher changes, practice effects, or other trends; a controlled or randomized comparison is needed."
enhanced_causal_reasoning,23,What kind of evidence would make the causal claim stronger if a school introduces a reading app and test scores rise?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,24,Why should a reliable answer avoid saying that this proves the cause: a school introduces a reading app and test scores rise?,"Because the observation is associational and scores may have risen because of selection, teacher changes, practice effects, or other trends; a controlled or randomized comparison is needed; it does not isolate the causal effect."
enhanced_causal_reasoning,25,A study reports that cities with more parks have lower obesity rates. Why is this not enough to prove causation?,"It is not enough because income, walkability, food access, and neighborhood design may confound the association."
enhanced_causal_reasoning,26,"In the finding that cities with more parks have lower obesity rates, identify one plausible confounder or alternative explanation.","A plausible alternative is that income, walkability, food access, and neighborhood design may confound the association."
enhanced_causal_reasoning,27,What kind of evidence would make the causal claim stronger if cities with more parks have lower obesity rates?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,28,Why should a reliable answer avoid saying that this proves the cause: cities with more parks have lower obesity rates?,"Because the observation is associational and income, walkability, food access, and neighborhood design may confound the association; it does not isolate the causal effect."
enhanced_causal_reasoning,29,A study reports that students who attend optional tutoring earn higher grades. Why is this not enough to prove causation?,"It is not enough because students choosing tutoring may differ in motivation, prior ability, or family support."
enhanced_causal_reasoning,30,"In the finding that students who attend optional tutoring earn higher grades, identify one plausible confounder or alternative explanation.","A plausible alternative is that students choosing tutoring may differ in motivation, prior ability, or family support."
enhanced_causal_reasoning,31,What kind of evidence would make the causal claim stronger if students who attend optional tutoring earn higher grades?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,32,Why should a reliable answer avoid saying that this proves the cause: students who attend optional tutoring earn higher grades?,"Because the observation is associational and students choosing tutoring may differ in motivation, prior ability, or family support; it does not isolate the causal effect."
enhanced_causal_reasoning,33,A study reports that a hospital checklist begins and infection rates fall. Why is this not enough to prove causation?,"It is not enough because patient mix, staffing, background trends, or other simultaneous procedures may explain the decline."
enhanced_causal_reasoning,34,"In the finding that a hospital checklist begins and infection rates fall, identify one plausible confounder or alternative explanation.","A plausible alternative is that patient mix, staffing, background trends, or other simultaneous procedures may explain the decline."
enhanced_causal_reasoning,35,What kind of evidence would make the causal claim stronger if a hospital checklist begins and infection rates fall?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,36,Why should a reliable answer avoid saying that this proves the cause: a hospital checklist begins and infection rates fall?,"Because the observation is associational and patient mix, staffing, background trends, or other simultaneous procedures may explain the decline; it does not isolate the causal effect."
enhanced_causal_reasoning,37,A study reports that sales rise after a new advertising campaign. Why is this not enough to prove causation?,"It is not enough because seasonality, discounts, competitor behavior, or general demand could explain the increase."
enhanced_causal_reasoning,38,"In the finding that sales rise after a new advertising campaign, identify one plausible confounder or alternative explanation.","A plausible alternative is that seasonality, discounts, competitor behavior, or general demand could explain the increase."
enhanced_causal_reasoning,39,What kind of evidence would make the causal claim stronger if sales rise after a new advertising campaign?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,40,Why should a reliable answer avoid saying that this proves the cause: sales rise after a new advertising campaign?,"Because the observation is associational and seasonality, discounts, competitor behavior, or general demand could explain the increase; it does not isolate the causal effect."
enhanced_causal_reasoning,41,A study reports that people who sleep more score higher on memory tests. Why is this not enough to prove causation?,"It is not enough because health, stress, age, schedules, or baseline ability could influence both sleep and memory."
enhanced_causal_reasoning,42,"In the finding that people who sleep more score higher on memory tests, identify one plausible confounder or alternative explanation.","A plausible alternative is that health, stress, age, schedules, or baseline ability could influence both sleep and memory."
enhanced_causal_reasoning,43,What kind of evidence would make the causal claim stronger if people who sleep more score higher on memory tests?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,44,Why should a reliable answer avoid saying that this proves the cause: people who sleep more score higher on memory tests?,"Because the observation is associational and health, stress, age, schedules, or baseline ability could influence both sleep and memory; it does not isolate the causal effect."
enhanced_causal_reasoning,45,A study reports that a city installs cameras and crime reports increase. Why is this not enough to prove causation?,It is not enough because cameras may increase detection or be placed where crime was already higher.
enhanced_causal_reasoning,46,"In the finding that a city installs cameras and crime reports increase, identify one plausible confounder or alternative explanation.",A plausible alternative is that cameras may increase detection or be placed where crime was already higher.
enhanced_causal_reasoning,47,What kind of evidence would make the causal claim stronger if a city installs cameras and crime reports increase?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,48,Why should a reliable answer avoid saying that this proves the cause: a city installs cameras and crime reports increase?,Because the observation is associational and cameras may increase detection or be placed where crime was already higher; it does not isolate the causal effect.
enhanced_causal_reasoning,49,A study reports that a supplement group loses more weight than non-users. Why is this not enough to prove causation?,"It is not enough because diet, exercise, motivation, and self-selection may confound the result."
enhanced_causal_reasoning,50,"In the finding that a supplement group loses more weight than non-users, identify one plausible confounder or alternative explanation.","A plausible alternative is that diet, exercise, motivation, and self-selection may confound the result."
enhanced_causal_reasoning,51,What kind of evidence would make the causal claim stronger if a supplement group loses more weight than non-users?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,52,Why should a reliable answer avoid saying that this proves the cause: a supplement group loses more weight than non-users?,"Because the observation is associational and diet, exercise, motivation, and self-selection may confound the result; it does not isolate the causal effect."
enhanced_causal_reasoning,53,A study reports that a bus line opens and nearby store revenue increases. Why is this not enough to prove causation?,It is not enough because the area may already have been growing or received other investments.
enhanced_causal_reasoning,54,"In the finding that a bus line opens and nearby store revenue increases, identify one plausible confounder or alternative explanation.",A plausible alternative is that the area may already have been growing or received other investments.
enhanced_causal_reasoning,55,What kind of evidence would make the causal claim stronger if a bus line opens and nearby store revenue increases?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,56,Why should a reliable answer avoid saying that this proves the cause: a bus line opens and nearby store revenue increases?,Because the observation is associational and the area may already have been growing or received other investments; it does not isolate the causal effect.
enhanced_causal_reasoning,57,A study reports that a later school start time is followed by better attendance. Why is this not enough to prove causation?,"It is not enough because transportation changes, attendance policy, seasonal effects, or cohort differences may matter."
enhanced_causal_reasoning,58,"In the finding that a later school start time is followed by better attendance, identify one plausible confounder or alternative explanation.","A plausible alternative is that transportation changes, attendance policy, seasonal effects, or cohort differences may matter."
enhanced_causal_reasoning,59,What kind of evidence would make the causal claim stronger if a later school start time is followed by better attendance?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,60,Why should a reliable answer avoid saying that this proves the cause: a later school start time is followed by better attendance?,"Because the observation is associational and transportation changes, attendance policy, seasonal effects, or cohort differences may matter; it does not isolate the causal effect."
enhanced_causal_reasoning,61,A study reports that a fertilizer is applied and crop yield rises. Why is this not enough to prove causation?,"It is not enough because weather, soil conditions, irrigation, seed type, or farming practices may also have changed."
enhanced_causal_reasoning,62,"In the finding that a fertilizer is applied and crop yield rises, identify one plausible confounder or alternative explanation.","A plausible alternative is that weather, soil conditions, irrigation, seed type, or farming practices may also have changed."
enhanced_causal_reasoning,63,What kind of evidence would make the causal claim stronger if a fertilizer is applied and crop yield rises?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,64,Why should a reliable answer avoid saying that this proves the cause: a fertilizer is applied and crop yield rises?,"Because the observation is associational and weather, soil conditions, irrigation, seed type, or farming practices may also have changed; it does not isolate the causal effect."
enhanced_causal_reasoning,65,A study reports that people who volunteer report greater happiness. Why is this not enough to prove causation?,"It is not enough because volunteering may increase happiness, happier people may volunteer more, or social support may affect both."
enhanced_causal_reasoning,66,"In the finding that people who volunteer report greater happiness, identify one plausible confounder or alternative explanation.","A plausible alternative is that volunteering may increase happiness, happier people may volunteer more, or social support may affect both."
enhanced_causal_reasoning,67,What kind of evidence would make the causal claim stronger if people who volunteer report greater happiness?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,68,Why should a reliable answer avoid saying that this proves the cause: people who volunteer report greater happiness?,"Because the observation is associational and volunteering may increase happiness, happier people may volunteer more, or social support may affect both; it does not isolate the causal effect."
enhanced_causal_reasoning,69,A study reports that a new security system is installed and theft decreases. Why is this not enough to prove causation?,"It is not enough because citywide trends, seasonality, product changes, or enforcement changes could also reduce theft."
enhanced_causal_reasoning,70,"In the finding that a new security system is installed and theft decreases, identify one plausible confounder or alternative explanation.","A plausible alternative is that citywide trends, seasonality, product changes, or enforcement changes could also reduce theft."
enhanced_causal_reasoning,71,What kind of evidence would make the causal claim stronger if a new security system is installed and theft decreases?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,72,Why should a reliable answer avoid saying that this proves the cause: a new security system is installed and theft decreases?,"Because the observation is associational and citywide trends, seasonality, product changes, or enforcement changes could also reduce theft; it does not isolate the causal effect."
enhanced_causal_reasoning,73,A study reports that a neighborhood opens a grocery store and diabetes rates fall. Why is this not enough to prove causation?,"It is not enough because population changes, income, healthcare access, education, and other food options can affect diabetes rates."
enhanced_causal_reasoning,74,"In the finding that a neighborhood opens a grocery store and diabetes rates fall, identify one plausible confounder or alternative explanation.","A plausible alternative is that population changes, income, healthcare access, education, and other food options can affect diabetes rates."
enhanced_causal_reasoning,75,What kind of evidence would make the causal claim stronger if a neighborhood opens a grocery store and diabetes rates fall?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,76,Why should a reliable answer avoid saying that this proves the cause: a neighborhood opens a grocery store and diabetes rates fall?,"Because the observation is associational and population changes, income, healthcare access, education, and other food options can affect diabetes rates; it does not isolate the causal effect."
enhanced_causal_reasoning,77,A study reports that a company raises pay and turnover falls. Why is this not enough to prove causation?,"It is not enough because labor market conditions, management changes, benefits, or hiring standards could influence turnover."
enhanced_causal_reasoning,78,"In the finding that a company raises pay and turnover falls, identify one plausible confounder or alternative explanation.","A plausible alternative is that labor market conditions, management changes, benefits, or hiring standards could influence turnover."
enhanced_causal_reasoning,79,What kind of evidence would make the causal claim stronger if a company raises pay and turnover falls?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,80,Why should a reliable answer avoid saying that this proves the cause: a company raises pay and turnover falls?,"Because the observation is associational and labor market conditions, management changes, benefits, or hiring standards could influence turnover; it does not isolate the causal effect."
enhanced_causal_reasoning,81,A study reports that a new textbook is used and this year's class scores higher. Why is this not enough to prove causation?,"It is not enough because different students, teachers, tests, or timing can explain the score difference."
enhanced_causal_reasoning,82,"In the finding that a new textbook is used and this year's class scores higher, identify one plausible confounder or alternative explanation.","A plausible alternative is that different students, teachers, tests, or timing can explain the score difference."
enhanced_causal_reasoning,83,What kind of evidence would make the causal claim stronger if a new textbook is used and this year's class scores higher?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,84,Why should a reliable answer avoid saying that this proves the cause: a new textbook is used and this year's class scores higher?,"Because the observation is associational and different students, teachers, tests, or timing can explain the score difference; it does not isolate the causal effect."
enhanced_causal_reasoning,85,A study reports that a city adds bike lanes and cycling increases. Why is this not enough to prove causation?,"It is not enough because cycling may already have been rising, and lanes may be placed where demand was expected."
enhanced_causal_reasoning,86,"In the finding that a city adds bike lanes and cycling increases, identify one plausible confounder or alternative explanation.","A plausible alternative is that cycling may already have been rising, and lanes may be placed where demand was expected."
enhanced_causal_reasoning,87,What kind of evidence would make the causal claim stronger if a city adds bike lanes and cycling increases?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,88,Why should a reliable answer avoid saying that this proves the cause: a city adds bike lanes and cycling increases?,"Because the observation is associational and cycling may already have been rising, and lanes may be placed where demand was expected; it does not isolate the causal effect."
enhanced_causal_reasoning,89,A study reports that patients receiving more tests have worse outcomes. Why is this not enough to prove causation?,"It is not enough because sicker patients are more likely to receive more tests, so illness severity confounds the association."
enhanced_causal_reasoning,90,"In the finding that patients receiving more tests have worse outcomes, identify one plausible confounder or alternative explanation.","A plausible alternative is that sicker patients are more likely to receive more tests, so illness severity confounds the association."
enhanced_causal_reasoning,91,What kind of evidence would make the causal claim stronger if patients receiving more tests have worse outcomes?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
enhanced_causal_reasoning,92,Why should a reliable answer avoid saying that this proves the cause: patients receiving more tests have worse outcomes?,"Because the observation is associational and sicker patients are more likely to receive more tests, so illness severity confounds the association; it does not isolate the causal effect."
enhanced_causal_reasoning,93,A study reports that a recycling campaign starts and recycling rates rise. Why is this not enough to prove causation?,"It is not enough because collection access, enforcement, prices, or public concern may also change recycling rates."
enhanced_causal_reasoning,94,"In the finding that a recycling campaign starts and recycling rates rise, identify one plausible confounder or alternative explanation.","A plausible alternative is that collection access, enforcement, prices, or public concern may also change recycling rates."
enhanced_causal_reasoning,95,What kind of evidence would make the causal claim stronger if a recycling campaign starts and recycling rates rise?,"A randomized experiment, natural experiment, or well-matched comparison group controlling for major confounders would strengthen the causal claim."
