prompt,model_response,is_correct
What is the only even prime number?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which weighs more: 100 kg or 220 lbs?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many days are in February during a leap year?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What breaks on the water but never on land?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many zeros are in one million?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
"What single digit appears most often in the first 1,000 digits of π?",You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which US state abbreviation comes first in the alphabet?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
"What word is spelled the same forwards, backwards, and upside down?",You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which planet is named after the Roman messenger god?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many cards are in a standard deck if you remove all face cards?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What’s the square root of –1?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many legs does an average centipede have?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What gets smaller the more you take away from it?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which element’s chemical symbol contains only consonants?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
In what month do U.S. Presidential elections take place?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What English word contains all five vowels in alphabetical order exactly once?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which is heavier at sea level: one mole of lead or one mole of aluminum?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many times can you subtract 5 from 25?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What building has the most stories?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which US state borders only one other state?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the only food that never spoils?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many legs does a lobster have?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which element is liquid at room temperature and is used in thermometers?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many keys are on a standard piano?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What four-letter word becomes longer when you add two letters?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many teeth does an adult human normally have?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which planet has the hottest surface temperature?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
"What runs but never walks, has a bed but never sleeps?",You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the official IUPAC name of element 113?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the SCOPUS Source ID for the journal Science?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
In which year did the EU’s GDPR come into force?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the pKa of acetic acid (CH₃COOH)?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who first proposed the Chandrasekhar limit?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What does the Gödel metric describe in general relativity?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
"Approximately how long, in minutes, is Beethoven’s Symphony No. 9?",You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the annual parallax of Proxima Centauri in arcseconds?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How is the IPv6 loopback address written in full hexadecimal?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
"Who composed the 24 Preludes, Op. 28, for solo piano?",You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
At what altitude (in km) is the Kármán line defined?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which treaty ended the Russo-Japanese War?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
How many days difference existed between the Julian and Gregorian calendars in 1582?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the common (trivial) name for butan-2-ol?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who first formulated the principle of least action?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
"What is the exact value of ζ(2), the Riemann zeta function at 2?",You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the UN M49 numeric code for “Western Europe”?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who first detected the cosmic microwave background radiation?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the Baudot code used for?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What are the latitude and longitude (in degrees) of the Geographic South Pole?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who first synthesized buckminsterfullerene (C₆₀)?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
State the Hardy–Weinberg equilibrium equation.,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who coined the term “Big Bang” (pejoratively)?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the standard atomic mass of deuterium?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What does the acronym “LIDAR” stand for?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the molar mass of glucose (C₆H₁₂O₆)?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the Euler characteristic of a torus?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who first posed the P vs NP problem?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What economic measure represents the total value of goods/services produced within a nation’s borders in a year?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the formal name of the 1935 U.S. “Wagner Act”?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Explain the difference between a cyclone and an anticyclone.,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What was Dmitri Mendeleev’s middle name?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
In what year was Chernobyl’s New Safe Confinement completed?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Which stereoisomeric form (D or L) do most biological amino acids adopt?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who first formulated the Navier–Stokes equations?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the critical micelle concentration of sodium dodecyl sulfate (SDS) in mM?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What order of magnitude is the strain amplitude of gravitational waves detected by LIGO?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the original French title of Proust’s In Search of Lost Time?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What paradox demonstrates that a solid sphere can be decomposed into two identical copies of itself?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the ISO 4217 currency code for the Venezuelan bolívar soberano?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the speed of sound in dry air at 20 °C (in m/s)?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Write down the Euler–Lagrange equation.,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who first measured the speed of light using a rotating-mirror experiment?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the name of the galaxy cluster that contains the Milky Way?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
"For an ellipse with eccentricity 0.5, what is the ratio of its circumference to its major-axis length (approximate)?",You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Who introduced the concept of the memristor?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
Draw the structural (skeletal) formula of ascorbic acid (vitamin C).,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What protein complex in eukaryotes is responsible for initiating transcription?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What is the Sackur–Tetrode equation used to calculate?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
What does the Derjaguin approximation estimate in colloid science?,You are an expert quiz assistant. Answer the following question with a single concise statement. Do not repeat the question or add any commentary.,0
