prompt,model_response,is_correct,hallucinated
Compare bacteria and viruses in relation to antibiotic treatment.,"Antibiotics treat bacteria, not viruses",1,False
Compare renewable and nonrenewable energy sources.,"Renewable energy sources are naturally replenished, while nonrenewable energy sources are finite",1,False
Compare judicial review and legislation.,Judicial review interprets and evaluates laws; legislation creates them,1,False
Compare inflation and unemployment as economic indicators.,Inflation measures price level changes; unemployment measures joblessness rates,1,False
Compare precision and recall in a medical screening test.,"Precision measures the proportion of true positive results among all positive results, while recall measures the proportion of true positive results among all actual positive cases",1,False
Compare primary and secondary sources in historical research.,"Primary sources are original documents or evidence from the time period, while secondary sources analyze or interpret primary sources",1,False
Compare a theory and a hypothesis in science.,"A theory is a well-substantiated explanation, while a hypothesis is a testable prediction",1,False
Compare natural selection and genetic drift.,Natural selection is adaptive; genetic drift is random,1,False
Compare open loop and closed loop control systems.,Open loop lacks feedback; closed loop uses feedback for control,1,False
Using only this source: The trial improved symptoms but did not include a placebo control group. What limitation should be mentioned?,Lack of placebo control group,1,False
Using only this source: Emissions fell after the factory upgrade but production also decreased during the same period. Why is causation uncertain?,Correlation does not imply causation,1,False
Using only this source: The policy was proposed in 2019 and implemented in 2021. When was the policy implemented?,2021,1,False
Using only this source: The dataset includes 450 audit rows but only 320 unique prompts. What should be reported?,320 unique prompts,1,False
Using only this source: The annotators labeled independently and disagreements were resolved by a third reviewer. How were disagreements resolved?,By a third reviewer,1,False
Using only this source: The medicine reduced fever in adults but was not tested in children. What should not be concluded?,The medicine reduces fever in children,0,True
Using only this source: The survey found higher satisfaction among users who chose the new plan but users were not randomly assigned. What limitation should be noted?,Selection bias,1,False
Using only this source: The article says the bridge opened in 1998 and was renovated in 2020. When did the bridge open?,1998,1,False
Using only this source: The report found an association between sleep duration and grades but did not establish causation. What conclusion is supported?,Sleep duration is associated with grades,1,False
Using only this source: The experiment measured plant growth for two weeks under red light and blue light only. What limitation should be mentioned?,Lack of control group using natural light,1,False
A user asks for the current population of a city but your only source is ten years old. What should a reliable answer say?,Unavailable due to outdated data,0,True
A user asks for a medical diagnosis from a vague symptom description. What should a reliable answer avoid?,Providing a diagnosis,0,True
A user asks for the contents of a document that was not provided. What should a reliable answer say?,Content not available,0,True
A user asks for legal advice without giving a jurisdiction. What should a reliable answer clarify?,Clarify the jurisdiction,1,False
A user asks for the exact value of a statistic that changes daily. What should a reliable answer say?,Unavailable due to daily changes,0,True
A user asks whether a recent paper has been corrected or retracted but you cannot check current records. What should a reliable answer say?,I cannot verify current corrections or retractions,0,True
A user asks for a citation but no source is available. What should a reliable answer avoid?,Speculation,1,False
A user asks to identify an object from an unclear image. What should a reliable answer avoid?,Speculation,1,False
A user asks who will win a future election. What should a reliable answer say?,It's uncertain,1,False
A user asks whether two technical terms are equivalent but context is missing. What should a reliable answer say?,It depends on the context,1,False
Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,"Tides occur due to gravitational forces, with the Moon having a stronger effect because its proximity to Earth creates a larger differential in gravitational pull",1,False
Explain why seasons occur on Earth.,Seasons occur due to Earth's axial tilt as it orbits the Sun,1,False
Explain why boiling point changes with altitude.,Boiling point decreases with altitude due to lower atmospheric pressure,1,False
Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap removes and kills pathogens on hands,1,False
Explain why randomized controlled trials are useful for testing whether a treatment works.,They minimize bias and establish causality by comparing outcomes in treated and control groups,1,False
Explain why a map can distort the size or shape of countries.,"Maps project a 3D surface onto a 2D plane, causing distortion",1,False
Explain why photosynthesis is important for most ecosystems.,"Photosynthesis converts solar energy into chemical energy, providing food and oxygen for most ecosystems",1,False
Explain why electric power grids need supply and demand to stay balanced.,To prevent blackouts and ensure grid stability,1,False
Explain why inflation reduces purchasing power.,"Inflation decreases currency value, raising prices and reducing purchasing power",1,False
Explain why eyewitness testimony can be unreliable.,"Eyewitness testimony can be unreliable due to memory distortion, stress, and biases",1,False
A town installs speed cameras and traffic accidents fall afterward. Why is this not enough to prove the cameras caused the decrease?,Correlation does not imply causation,1,False
A school starts serving breakfast and attendance improves. What else could explain the improvement?,Improved teaching quality,1,False
A country cuts taxes and unemployment later falls. Why should researchers be cautious before claiming the tax cut caused the drop?,Correlation does not imply causation,1,False
A clinic sends appointment reminders and missed visits decline. What evidence would strengthen the claim that reminders caused the decline?,A randomized controlled trial showing a decline in missed visits only in the group receiving reminders,1,False
A lake has fewer algae blooms after fertilizer use nearby decreases. What alternative explanations should be considered?,"Improved water treatment, natural climate variations, or changes in local wildlife populations",1,False
A company raises wages and employee turnover falls. Why might wages not be the only cause?,Improved working conditions,1,False
A state changes graduation requirements and graduation rates rise. What should be checked before claiming the policy caused the rise?,Causation and correlation,1,False
A restaurant changes its menu and receives better reviews. Why does this not prove the menu caused the better reviews?,Correlation does not imply causation,1,False
A new pesticide is used and crop yield increases. What would help determine whether the pesticide caused the increase?,Control group comparison,1,False
A city opens a new park and nearby home prices rise. Why is causation uncertain?,Other factors could influence home prices,1,False
Compare renewable energy and fossil fuels.,"Renewable energy is sustainable and environmentally friendly, while fossil fuels are finite and polluting",1,False
Compare mitosis and meiosis.,Mitosis results in 2 identical diploid cells; meiosis produces 4 non-identical haploid cells,1,False
Compare conduction convection and radiation as heat transfer methods.,"Conduction transfers heat through direct contact, convection through fluid movement, and radiation via electromagnetic waves",1,False
Compare primary sources and secondary sources in history.,"Primary sources are original, firsthand accounts; secondary sources interpret or analyze primary sources",1,False
Compare civil law and criminal law.,"Civil law deals with disputes between individuals, while criminal law involves offenses against the state",1,False
Compare accuracy and precision in measurement.,"Accuracy refers to how close a measurement is to the true value, while precision refers to the consistency of repeated measurements",1,False
Compare the roles of DNA and RNA in protein production.,DNA stores genetic information; RNA translates it into proteins,1,False
Compare supply and demand in a market.,"Supply refers to the quantity of a good or service available, while demand refers to the quantity that consumers are willing and able to purchase",1,False
Compare a scientific hypothesis and a scientific theory.,"A hypothesis is a testable prediction, while a theory is a well-substantiated explanation",1,False
Compare weathering and erosion.,Weathering breaks down rocks; erosion transports them,1,False
Using only this source: The study found that students who slept at least eight hours had higher average test scores but the authors warned that the design was observational. What conclusion is supported?,Students who slept at least eight hours had higher average test scores,1,False
Using only this source: The bridge was completed in 1974 renovated in 2008 and closed to cars in 2020. When was the bridge renovated?,2008,1,False
Using only this source: The medication reduced symptoms in adults but the trial excluded children and pregnant patients. What limitation should be mentioned?,Excludes children and pregnant patients,1,False
Using only this source: The report says solar output increased by 12 percent while wind output decreased by 4 percent. Which energy source increased?,Solar,1,False
Using only this source: The survey included 900 online respondents recruited through voluntary participation. What sampling limitation should be noted?,Voluntary response bias,1,False
Using only this source: The policy was announced in March approved in June and implemented in September. When was the policy implemented?,September,1,False
Using only this source: The article says the species is native to coastal wetlands and is threatened by habitat loss. What threatens the species?,Habitat loss,1,False
Using only this source: The trial compared a new vaccine with a placebo and randomly assigned participants to each group. What design feature reduces selection bias?,Random assignment,1,False
Using only this source: The company reported higher revenue but lower profit because costs increased faster than sales. Why did profit fall?,Costs increased faster than sales,1,False
Using only this source: The experiment measured plant growth under red blue and white light for thirty days. What variables were compared?,Light color and plant growth,1,False
A user asks for todays exchange rate but you only have last years rate. What should a reliable answer say?,I only have last year's rate,1,False
A user asks whether a storm will hit their town next week but you cannot access a forecast. What should a reliable answer say?,I cannot provide a weather forecast,1,False
A user asks for medical treatment advice based only on a single symptom. What should a reliable answer avoid?,Providing a diagnosis,0,True
A user asks for the exact enrollment of a university this semester but the available source is from five years ago. What should a reliable answer say?,Current enrollment data unavailable; refer to the university's official website,0,True
A user asks whether a quote is authentic but no source text is available. What should a reliable answer avoid?,Speculation,1,False
A user asks for the winner of a game that has not happened yet. What should a reliable answer say?,The outcome is unknown,1,False
A user asks for the current law in an unspecified country. What should a reliable answer clarify?,Specify the country's name,1,False
A user asks to summarize a chart but the chart is not visible. What should a reliable answer say?,Unable to summarize without chart visibility,1,False
A user asks whether a product is currently in stock but you cannot check current inventory. What should a reliable answer say?,Please check our website or contact customer service for availability,1,False
A user asks for the exact cause of a historical event that historians debate. What should a reliable answer do?,Acknowledge differing perspectives,1,False
